id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262951475020439554',lenniestapes    hurricannesandy  i m bout to twerk up and down the east coast   hurricane  rubbyjuice,1,hurricane,lenniestapes hurricannesandy i m bout to twerk up and down the east coast hurricane rubbyjuice,lenniestapes hurricannesandy i m bout to twerk up and down the east coast hurricane rubbyjuice,lenniestap hurricannesandi i m bout to twerk up and down the east coast hurrican rubbyjuic
'263340857237860352',sandyshurricane  what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves   sandy,1,hurricane,sandyshurricane what if gangam style was actually jsst a giant rain dance and we brought this hurricane on ourselves sandy,sandyshurricane what if gangam style wa actually jsst a giant rain dance and we brought this hurricane on ourselves sandy,sandyshurrican what if gangam style wa actual jsst a giant rain danc and we brought thi hurrican on ourselv sandi
'262899480410587138',better yet watch me tie all three of his dogs to tree during the hurricane,2,hurricane,better yet watch me tie all three of his dogs to tree during the hurricane,better yet watch me tie all three of his dog to tree during the hurricane,better yet watch me tie all three of hi dog to tree dure the hurrican
'263376151731376128',hurricannesandy  stay in doors everyone  hurricane sandy is no joke,2,hurricane,hurricannesandy stay in doors everyone hurricane sandy is no joke,hurricannesandy stay in door everyone hurricane sandy is no joke,hurricannesandi stay in door everyon hurrican sandi is no joke
'263071648352178176',if  tyleroakley gets even one hair blown out of place from hurricane sandy  hurricane happywilkie will emerge,2,hurricane,if tyleroakley gets even one hair blown out of place from hurricane sandy hurricane happywilkie will emerge,if tyleroakley get even one hair blown out of place from hurricane sandy hurricane happywilkie will emerge,if tyleroakley get even one hair blown out of place from hurrican sandi hurrican happywilki will emerg
'262376138523951104',creeeeepo o  i heard the hurricane coming up the east coast  pray everyone safe,2,hurricane,creeeeepo o i heard the hurricane coming up the east coast pray everyone safe,creeeeepo o i heard the hurricane coming up the east coast pray everyone safe,creeeeepo o i heard the hurrican come up the east coast pray everyon safe
'262578537779834880',peeayetee   lvpioneer09 y all get hurricanes n shit tho  i d take a hurricane any day,2,hurricane,peeayetee lvpioneer09 y all get hurricanes n shit tho i d take a hurricane any day,peeayetee lvpioneer09 y all get hurricane n shit tho i d take a hurricane any day,peeayete lvpioneer09 y all get hurrican n shit tho i d take a hurrican ani day
'263312332539719680',i pray for everyone who was affected by hurricane sandy    be safe,2,hurricane,i pray for everyone who was affected by hurricane sandy be safe,i pray for everyone who wa affected by hurricane sandy be safe,i pray for everyon who wa affect by hurrican sandi be safe
'262852607016595456',hurricane sandy to put 50 million people at risk,2,hurricane,hurricane sandy to put 50 million people at risk,hurricane sandy to put 50 million people at risk,hurrican sandi to put 50 million peopl at risk
'263289932720783360',this hurricane has got me wondering if the world is going to end,1,hurricane,this hurricane has got me wondering if the world is going to end,this hurricane ha got me wondering if the world is going to end,thi hurrican ha got me wonder if the world is go to end
'262689731681329154',ltsfrankenstorm  bitch  ima throw a semi truck at your house bitch fuck outta here   hurricane sandy,1,hurricane,ltsfrankenstorm bitch ima throw a semi truck at your house bitch fuck outta here hurricane sandy,ltsfrankenstorm bitch ima throw a semi truck at your house bitch fuck outta here hurricane sandy,ltsfrankenstorm bitch ima throw a semi truck at your hous bitch fuck outta here hurrican sandi
'262654405466288130',bleek s intel  an alarming gif of hurricane sandy approaching the east coast,1,hurricane,bleek s intel an alarming gif of hurricane sandy approaching the east coast,bleek s intel an alarming gif of hurricane sandy approaching the east coast,bleek s intel an alarm gif of hurrican sandi approach the east coast
'262566911169159170',on the bright side of this hurricane  i don t have to wear pants until wednesday,0,hurricane,on the bright side of this hurricane i don t have to wear pants until wednesday,on the bright side of this hurricane i don t have to wear pant until wednesday,on the bright side of thi hurrican i don t have to wear pant until wednesday
'262983359691649025',i love seeing new repo ers trying to talk in the middle of a hurricane  wouldn t catch me out there getting blown away lmao,2,hurricane,i love seeing new repo ers trying to talk in the middle of a hurricane wouldn t catch me out there getting blown away lmao,i love seeing new repo er trying to talk in the middle of a hurricane wouldn t catch me out there getting blown away lmao,i love see new repo er tri to talk in the middl of a hurrican wouldn t catch me out there get blown away lmao
'262720597484789760',whitefolkprobs  hurricane sandy is forcing me to spend time with my family,2,hurricane,whitefolkprobs hurricane sandy is forcing me to spend time with my family,whitefolkprobs hurricane sandy is forcing me to spend time with my family,whitefolkprob hurrican sandi is forc me to spend time with my famili
'262739923189235712',patrickswavey   watch when this hurricane come    hoes gone be like   cuddling weather,1,hurricane,patrickswavey watch when this hurricane come hoes gone be like cuddling weather,patrickswavey watch when this hurricane come hoe gone be like cuddling weather,patrickswavey watch when thi hurrican come hoe gone be like cuddl weather
'263389237875994624',wtf mw2 down bc of fn hurricane sandy,1,hurricane,wtf mw2 down bc of fn hurricane sandy,wtf mw2 down bc of fn hurricane sandy,wtf mw2 down bc of fn hurrican sandi
'263382031885533184',kevinhart4real  my prayers go out to all of the families on the east coast that were affected by hurricane sandy,1,hurricane,kevinhart4real my prayers go out to all of the families on the east coast that were affected by hurricane sandy,kevinhart4real my prayer go out to all of the family on the east coast that were affected by hurricane sandy,kevinhart4r my prayer go out to all of the famili on the east coast that were affect by hurrican sandi
'263080855013036032',my thoughts are with those affected by hurricane sandy damn mother nature,1,hurricane,my thoughts are with those affected by hurricane sandy damn mother nature,my thought are with those affected by hurricane sandy damn mother nature,my thought are with those affect by hurrican sandi damn mother natur
'263367062792044545',hurricanesandyw  for every 100 retweets  we will be donating  1 000 to help rebuilt communities damaged by hurricane sandy  please r,1,hurricane,hurricanesandyw for every 100 retweets we will be donating 1 000 to help rebuilt communities damaged by hurricane sandy please r,hurricanesandyw for every 100 retweets we will be donating 1 000 to help rebuilt community damaged by hurricane sandy please r,hurricanesandyw for everi 100 retweet we will be donat 1 000 to help rebuilt commun damag by hurrican sandi pleas r
'262926242473447424',dalemallonee  so with all of these earthquakes and this hurricane and tsunamis maybe the world is going to end in december lol,2,hurricane,dalemallonee so with all of these earthquakes and this hurricane and tsunamis maybe the world is going to end in december lol,dalemallonee so with all of these earthquake and this hurricane and tsunami maybe the world is going to end in december lol,dalemallone so with all of these earthquak and thi hurrican and tsunami mayb the world is go to end in decemb lol
'262547335735803904',wesleystace  people  this isn t frankenstorm  it s more properly known as dr frankenstrom s monster  or the modern prometheus,1,hurricane,wesleystace people this isn t frankenstorm it s more properly known as dr frankenstrom s monster or the modern prometheus,wesleystace people this isn t frankenstorm it s more properly known a dr frankenstrom s monster or the modern prometheus,wesleystac peopl thi isn t frankenstorm it s more properli known as dr frankenstrom s monster or the modern prometheu
